FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187bdca2256_1843,5334002,2836,Hergelsbendenstraße
strassennamen.fid--3213a59_187bdca2256_1844,5334002,2837,Pappelweg
strassennamen.fid--3213a59_187bdca2256_1845,5334002,2838,Reuterweg
strassennamen.fid--3213a59_187bdca2256_1846,5334002,2839,Hochwaldweg
strassennamen.fid--3213a59_187bdca2256_1847,5334002,2840,Sackgasse
strassennamen.fid--3213a59_187bdca2256_1848,5334002,2842,Tonbrennerstraße
strassennamen.fid--3213a59_187bdca2256_1849,5334002,2843,Akazienstraße
strassennamen.fid--3213a59_187bdca2256_184a,5334002,2844,Alte Würselener Straße
strassennamen.fid--3213a59_187bdca2256_184b,5334002,2845,Am Berghang
strassennamen.fid--3213a59_187bdca2256_184c,5334002,2846,Am Keilbusch
strassennamen.fid--3213a59_187bdca2256_184d,5334002,2847,Gut-Knapp-Straße
strassennamen.fid--3213a59_187bdca2256_184e,5334002,2848,An der Weide
strassennamen.fid--3213a59_187bdca2256_184f,5334002,2849,Endstraße
strassennamen.fid--3213a59_187bdca2256_1850,5334002,2850,Blumenstraße
strassennamen.fid--3213a59_187bdca2256_1851,5334002,2851,Kahlgrachtstraße
strassennamen.fid--3213a59_187bdca2256_1852,5334002,2852,Verlautenheidener Straße
strassennamen.fid--3213a59_187bdca2256_1853,5334002,2853,Wambacher Straße
strassennamen.fid--3213a59_187bdca2256_1854,5334002,2854,Heckenweg
strassennamen.fid--3213a59_187bdca2256_1855,5334002,2855,Im Hesselter
strassennamen.fid--3213a59_187bdca2256_1856,5334002,2856,Im Reichswald
strassennamen.fid--3213a59_187bdca2256_1857,5334002,2858,Pastoratsweg
strassennamen.fid--3213a59_187bdca2256_1858,5334002,2859,Kleinheidstraße
strassennamen.fid--3213a59_187bdca2256_1859,5334002,2860,Quinxer Straße
strassennamen.fid--3213a59_187bdca2256_185a,5334002,2861,Heider-Hof-Weg
strassennamen.fid--3213a59_187bdca2256_185b,5334002,2864,Kleinheider Weg
strassennamen.fid--3213a59_187bdca2256_185c,5334002,2865,Türmchenweg
strassennamen.fid--3213a59_187bdca2256_185d,5334002,2866,Verbindungsstraße
strassennamen.fid--3213a59_187bdca2256_185e,5334002,2867,Waldstraße
strassennamen.fid--3213a59_187bdca2256_185f,5334002,2868,Weidener Viehweg
strassennamen.fid--3213a59_187bdca2256_1860,5334002,2876,Strangenhäuschen
strassennamen.fid--3213a59_187bdca2256_1861,5334002,2900,Ackerstraße
strassennamen.fid--3213a59_187bdca2256_1862,5334002,2901,Adele-Weidtman-Straße
strassennamen.fid--3213a59_187bdca2256_1863,5334002,2902,Alte Vaalser Straße
strassennamen.fid--3213a59_187bdca2256_1864,5334002,2904,Am Büschchen
strassennamen.fid--3213a59_187bdca2256_1865,5334002,2905,Tittardshang
strassennamen.fid--3213a59_187bdca2256_1866,5334002,2906,Hofweg
strassennamen.fid--3213a59_187bdca2256_1867,5334002,2907,Am Pannhaus
strassennamen.fid--3213a59_187bdca2256_1868,5334002,2908,Am Rosenhügel
strassennamen.fid--3213a59_187bdca2256_1869,5334002,2909,Am Weyenberg
strassennamen.fid--3213a59_187bdca2256_186a,5334002,2910,Am Beulardstein
strassennamen.fid--3213a59_187bdca2256_186b,5334002,2911,Schlossweiherstraße
strassennamen.fid--3213a59_187bdca2256_186c,5334002,2912,An der Rahemühle
strassennamen.fid--3213a59_187bdca2256_186d,5334002,2913,An der Rast
strassennamen.fid--3213a59_187bdca2256_186e,5334002,2914,An der Schurzelter Brücke
strassennamen.fid--3213a59_187bdca2256_186f,5334002,2915,Am Treut
strassennamen.fid--3213a59_187bdca2256_1870,5334002,2916,Auf der Maar
strassennamen.fid--3213a59_187bdca2256_1871,5334002,2917,Walkmühlenstraße
strassennamen.fid--3213a59_187bdca2256_1872,5334002,2918,Dreiländerweg
strassennamen.fid--3213a59_187bdca2256_1873,5334002,2919,Orthstraße
strassennamen.fid--3213a59_187bdca2256_1874,5334002,2920,Albert-Servais-Allee
strassennamen.fid--3213a59_187bdca2256_1875,5334002,2921,Bocholtzer Straße
strassennamen.fid--3213a59_187bdca2256_1876,5334002,2922,Brunnenstraße
strassennamen.fid--3213a59_187bdca2256_1877,5334002,2923,Buchenweg
strassennamen.fid--3213a59_187bdca2256_1878,5334002,2924,Buchweg
strassennamen.fid--3213a59_187bdca2256_1879,5334002,2925,Bungartsweg
strassennamen.fid--3213a59_187bdca2256_187a,5334002,2926,Burgstraße
strassennamen.fid--3213a59_187bdca2256_187b,5334002,2927,Burgwinkel
strassennamen.fid--3213a59_187bdca2256_187c,5334002,2928,Beulardsteiner Feld
strassennamen.fid--3213a59_187bdca2256_187d,5334002,2929,Diepekuhl
strassennamen.fid--3213a59_187bdca2256_187e,5334002,2930,Düserhofstraße
strassennamen.fid--3213a59_187bdca2256_187f,5334002,2931,Eburonenstraße
strassennamen.fid--3213a59_187bdca2256_1880,5334002,2932,Eulersweg
strassennamen.fid--3213a59_187bdca2256_1881,5334002,2933,Ferberberg
strassennamen.fid--3213a59_187bdca2256_1882,5334002,2934,Finkenhag
strassennamen.fid--3213a59_187bdca2256_1883,5334002,2935,Hans-Böckler-Allee
strassennamen.fid--3213a59_187bdca2256_1884,5334002,2936,Nonnenhofstraße
strassennamen.fid--3213a59_187bdca2256_1885,5334002,2939,Hangweg
strassennamen.fid--3213a59_187bdca2256_1886,5334002,2940,Laurensberger Straße
strassennamen.fid--3213a59_187bdca2256_1887,5334002,2941,Hochbrück
strassennamen.fid--3213a59_187bdca2256_1888,5334002,2942,Hubert-Wienen-Straße
strassennamen.fid--3213a59_187bdca2256_1889,5334002,2943,Hohlweg
strassennamen.fid--3213a59_187bdca2256_188a,5334002,2944,Im Mittelfeld
strassennamen.fid--3213a59_187bdca2256_188b,5334002,2945,Schurzelter Mühle
strassennamen.fid--3213a59_187bdca2256_188c,5334002,2946,Im Purweider Feld
strassennamen.fid--3213a59_187bdca2256_188d,5334002,2947,Im Ring
strassennamen.fid--3213a59_187bdca2256_188e,5334002,2948,Im Weingarten
strassennamen.fid--3213a59_187bdca2256_188f,5334002,2949,Teichstraße
strassennamen.fid--3213a59_187bdca2256_1890,5334002,2950,Karl-Friedrich-Straße
strassennamen.fid--3213a59_187bdca2256_1891,5334002,2953,Konradstraße
strassennamen.fid--3213a59_187bdca2256_1892,5334002,2955,Kuhlweg
strassennamen.fid--3213a59_187bdca2256_1893,5334002,2956,Landgraben
strassennamen.fid--3213a59_187bdca2256_1894,5334002,2957,Laurentiusstraße
strassennamen.fid--3213a59_187bdca2256_1895,5334002,2959,Lemierser Berg
strassennamen.fid--3213a59_187bdca2256_1896,5334002,2963,Mittelstraße
strassennamen.fid--3213a59_187bdca2256_1897,5334002,2964,Forellenweg
strassennamen.fid--3213a59_187bdca2256_1898,5334002,2965,Neuenhofer Weg
strassennamen.fid--3213a59_187bdca2256_1899,5334002,2966,Orsbacher Straße
strassennamen.fid--3213a59_187bdca2256_189a,5334002,2967,Pannhauser Straße
strassennamen.fid--3213a59_187bdca2256_189b,5334002,2968,Teichwinkel
strassennamen.fid--3213a59_187bdca2256_189c,5334002,2969,Püngelerstraße
strassennamen.fid--3213a59_187bdca2256_189d,5334002,2970,Purweider Weg
strassennamen.fid--3213a59_187bdca2256_189e,5334002,2971,Quellenweg
strassennamen.fid--3213a59_187bdca2256_189f,5334002,2972,Rastfeldchen
strassennamen.fid--3213a59_187bdca2256_18a0,5334002,2973,Rathausstraße
strassennamen.fid--3213a59_187bdca2256_18a1,5334002,2974,Reutershagweg
strassennamen.fid--3213a59_187bdca2256_18a2,5334002,2975,Wildbachstraße
strassennamen.fid--3213a59_187bdca2256_18a3,5334002,2977,Rotbusch
strassennamen.fid--3213a59_187bdca2256_18a4,5334002,2979,Schlossparkstraße
strassennamen.fid--3213a59_187bdca2256_18a5,5334002,2980,Schloss-Rahe-Straße
strassennamen.fid--3213a59_187bdca2256_18a6,5334002,2981,Schlottfelder Straße
strassennamen.fid--3213a59_187bdca2256_18a7,5334002,2982,Schmiedgasse
strassennamen.fid--3213a59_187bdca2256_18a8,5334002,2984,Keltenstraße
strassennamen.fid--3213a59_187bdca2256_18a9,5334002,2985,Schurzelter Straße
strassennamen.fid--3213a59_187bdca2256_18aa,5334002,2986,Seffenter Berg
strassennamen.fid--3213a59_187bdca2256_18ab,5334002,2990,Sonnenweg
strassennamen.fid--3213a59_187bdca2256_18ac,5334002,2991,Strüverweg
strassennamen.fid--3213a59_187bdca2256_18ad,5334002,2992,Süsterau
strassennamen.fid--3213a59_187bdca2256_18ae,5334002,2993,Talbothof
strassennamen.fid--3213a59_187bdca2256_18af,5334002,2997,Vetschauer Berg
strassennamen.fid--3213a59_187bdca2256_18b0,5334002,2998,Vetschauer Straße
strassennamen.fid--3213a59_187bdca2256_18b1,5334002,3001,Brunnenweg
strassennamen.fid--3213a59_187bdca2256_18b2,5334002,3003,Zum Blauen Stein
strassennamen.fid--3213a59_187bdca2256_18b3,5334002,3010,Sandweg
strassennamen.fid--3213a59_187bdca2256_18b4,5334002,3012,Fitzeberg
strassennamen.fid--3213a59_187bdca2256_18b5,5334002,3013,Geusenweg
strassennamen.fid--3213a59_187bdca2256_18b6,5334002,3014,Grensstraat
strassennamen.fid--3213a59_187bdca2256_18b7,5334002,3015,Senserbachweg
strassennamen.fid--3213a59_187bdca2256_18b8,5334002,3016,Steppenbergweg
strassennamen.fid--3213a59_187bdca2256_18b9,5334002,3017,Hausener Gasse
strassennamen.fid--3213a59_187bdca2256_18ba,5334002,3018,Herzogsweg
strassennamen.fid--3213a59_187bdca2256_18bb,5334002,3019,Ochsenstock
strassennamen.fid--3213a59_187bdca2256_18bc,5334002,3021,Rohrbergweg
strassennamen.fid--3213a59_187bdca2256_18bd,5334002,3023,Schiefdell
strassennamen.fid--3213a59_187bdca2256_18be,5334002,3024,Schlangenweg
strassennamen.fid--3213a59_187bdca2256_18bf,5334002,3025,Silberpatweg
strassennamen.fid--3213a59_187bdca2256_18c0,5334002,3028,Halifaxstraße
strassennamen.fid--3213a59_187bdca2256_18c1,5334002,3029,Kohlscheider Straße
strassennamen.fid--3213a59_187bdca2256_18c2,5334002,3101,Napoleonsberg
strassennamen.fid--3213a59_187bdca2256_18c3,5334002,3102,Abteigarten
strassennamen.fid--3213a59_187bdca2256_18c4,5334002,3103,Alfons-Gerson-Straße
strassennamen.fid--3213a59_187bdca2256_18c5,5334002,3104,Am Berg
strassennamen.fid--3213a59_187bdca2256_18c6,5334002,3105,Antoniusberg
strassennamen.fid--3213a59_187bdca2256_18c7,5334002,3106,Auf dem Anger
strassennamen.fid--3213a59_187bdca2256_18c8,5334002,3107,Auf der Gallich
strassennamen.fid--3213a59_187bdca2256_18c9,5334002,3108,Benediktinerweg
strassennamen.fid--3213a59_187bdca2256_18ca,5334002,3109,Benediktusplatz
strassennamen.fid--3213a59_187bdca2256_18cb,5334002,3110,Bilstermühler Straße
strassennamen.fid--3213a59_187bdca2256_18cc,5334002,3111,Braunebusch
strassennamen.fid--3213a59_187bdca2256_18cd,5334002,3112,Breiniger Straße
strassennamen.fid--3213a59_187bdca2256_18ce,5334002,3113,Korneliusstraße
strassennamen.fid--3213a59_187bdca2256_18cf,5334002,3114,Cyprianusweg
strassennamen.fid--3213a59_187bdca2256_18d0,5334002,3115,Dorffer Straße
strassennamen.fid--3213a59_187bdca2256_18d1,5334002,3116,Eurensteg
strassennamen.fid--3213a59_187bdca2256_18d2,5334002,3118,Frankensteg
strassennamen.fid--3213a59_187bdca2256_18d3,5334002,3119,Fronhofer Weg
strassennamen.fid--3213a59_187bdca2256_18d4,5334002,3120,Schildchenweg
strassennamen.fid--3213a59_187bdca2256_18d5,5334002,3121,Iternberg
strassennamen.fid--3213a59_187bdca2256_18d6,5334002,3122,Gangolfsweg
strassennamen.fid--3213a59_187bdca2256_18d7,5334002,3123,In der Lohn
strassennamen.fid--3213a59_187bdca2256_18d8,5334002,3124,Kapellenberg
strassennamen.fid--3213a59_187bdca2256_18d9,5334002,3127,Klauser Straße
strassennamen.fid--3213a59_187bdca2256_18da,5334002,3128,Lufter Weg
strassennamen.fid--3213a59_187bdca2256_18db,5334002,3129,Lufter Weid
strassennamen.fid--3213a59_187bdca2256_18dc,5334002,3130,Korneliusmarkt
strassennamen.fid--3213a59_187bdca2256_18dd,5334002,3131,Meischenfeld
strassennamen.fid--3213a59_187bdca2256_18de,5334002,3132,Mühlenweg
strassennamen.fid--3213a59_187bdca2256_18df,5334002,3133,Münsterstraße
strassennamen.fid--3213a59_187bdca2256_18e0,5334002,3135,Oberforstbacher Straße
strassennamen.fid--3213a59_187bdca2256_18e1,5334002,3136,Promenade
strassennamen.fid--3213a59_187bdca2256_18e2,5334002,3138,Schleckheimer Straße
strassennamen.fid--3213a59_187bdca2256_18e3,5334002,3139,Schnepfenberg
strassennamen.fid--3213a59_187bdca2256_18e4,5334002,3140,Schraungracht
strassennamen.fid--3213a59_187bdca2256_18e5,5334002,3141,Schulberg
strassennamen.fid--3213a59_187bdca2256_18e6,5334002,3142,Steinkaulplatz
strassennamen.fid--3213a59_187bdca2256_18e7,5334002,3143,Steinkaulweid
strassennamen.fid--3213a59_187bdca2256_18e8,5334002,3145,St. Gangolfsberg
strassennamen.fid--3213a59_187bdca2256_18e9,5334002,3147,Unter den Weiden
strassennamen.fid--3213a59_187bdca2256_18ea,5334002,3148,Venwegener Straße
strassennamen.fid--3213a59_187bdca2256_18eb,5334002,3149,Am Bahnhof
strassennamen.fid--3213a59_187bdca2256_18ec,5334002,3200,Aachener Straße
strassennamen.fid--3213a59_187bdca2256_18ed,5334002,3204,Am Schaafweg
strassennamen.fid--3213a59_187bdca2256_18ee,5334002,3205,Am Wackerpütz
strassennamen.fid--3213a59_187bdca2256_18ef,5334002,3206,An der Höhe
strassennamen.fid--3213a59_187bdca2256_18f0,5334002,3207,Vogelstangenweg
strassennamen.fid--3213a59_187bdca2256_18f1,5334002,3208,Am Fassenhof
strassennamen.fid--3213a59_187bdca2256_18f2,5334002,3209,Pingsheimstraße
strassennamen.fid--3213a59_187bdca2256_18f3,5334002,3211,Florastraße
strassennamen.fid--3213a59_187bdca2256_18f4,5334002,3212,Auf der Heide
strassennamen.fid--3213a59_187bdca2256_18f5,5334002,3213,Auf der Kier
strassennamen.fid--3213a59_187bdca2256_18f6,5334002,3214,Senkestraße
strassennamen.fid--3213a59_187bdca2256_18f7,5334002,3215,Bahnesweg
strassennamen.fid--3213a59_187bdca2256_18f8,5334002,3216,Vennbahnstraße
strassennamen.fid--3213a59_187bdca2256_18f9,5334002,3217,Kiefernweg
strassennamen.fid--3213a59_187bdca2256_18fa,5334002,3218,Bechheim
strassennamen.fid--3213a59_187bdca2256_18fb,5334002,3219,Bergfeld
strassennamen.fid--3213a59_187bdca2256_18fc,5334002,3220,Bierstrauch
strassennamen.fid--3213a59_187bdca2256_18fd,5334002,3223,Albert-Einstein-Straße
strassennamen.fid--3213a59_187bdca2256_18fe,5334002,3225,Friesenrather Weg
strassennamen.fid--3213a59_187bdca2256_18ff,5334002,3226,Dorfstraße
strassennamen.fid--3213a59_187bdca2256_1900,5334002,3227,Ardennenstraße
strassennamen.fid--3213a59_187bdca2256_1901,5334002,3232,Nütheimer Straße
strassennamen.fid--3213a59_187bdca2256_1902,5334002,3234,Eichenheck
strassennamen.fid--3213a59_187bdca2256_1903,5334002,3235,Eisenhütte
strassennamen.fid--3213a59_187bdca2256_1904,5334002,3236,Falkenberg
strassennamen.fid--3213a59_187bdca2256_1905,5334002,3238,Frennetstraße
strassennamen.fid--3213a59_187bdca2256_1906,5334002,3239,Gracht
strassennamen.fid--3213a59_187bdca2256_1907,5334002,3240,Grünstraße
strassennamen.fid--3213a59_187bdca2256_1908,5334002,3241,Hahner Straße
strassennamen.fid--3213a59_187bdca2256_1909,5334002,3242,Hasbach
strassennamen.fid--3213a59_187bdca2256_190a,5334002,3243,Heidchen
strassennamen.fid--3213a59_187bdca2256_190b,5334002,3244,Heidchenberg
strassennamen.fid--3213a59_187bdca2256_190c,5334002,3245,Wacholderweg
strassennamen.fid--3213a59_187bdca2256_190d,5334002,3246,Iltisweg
strassennamen.fid--3213a59_187bdca2256_190e,5334002,3247,Hundertsweg
strassennamen.fid--3213a59_187bdca2256_190f,5334002,3248,Im Fuchsbau
strassennamen.fid--3213a59_187bdca2256_1910,5334002,3249,Im Pützbend
strassennamen.fid--3213a59_187bdca2256_1911,5334002,3250,Im Steinfeld
strassennamen.fid--3213a59_187bdca2256_1912,5334002,3251,Im Winkel
strassennamen.fid--3213a59_187bdca2256_1913,5334002,3252,In den Hehnen
strassennamen.fid--3213a59_187bdca2256_1914,5334002,3253,Hunsrückweg
strassennamen.fid--3213a59_187bdca2256_1915,5334002,3254,Vogesenstraße
strassennamen.fid--3213a59_187bdca2256_1916,5334002,3256,Kirchberg
strassennamen.fid--3213a59_187bdca2256_1917,5334002,3260,Knipp
strassennamen.fid--3213a59_187bdca2256_1918,5334002,3261,Königsmühlenweg
strassennamen.fid--3213a59_187bdca2256_1919,5334002,3262,Biberweg
strassennamen.fid--3213a59_187bdca2256_191a,5334002,3263,Kroitzheider Weg
strassennamen.fid--3213a59_187bdca2256_191b,5334002,3264,Maarweg
strassennamen.fid--3213a59_187bdca2256_191c,5334002,3265,Marderweg
strassennamen.fid--3213a59_187bdca2256_191d,5334002,3266,Werkstraße
strassennamen.fid--3213a59_187bdca2256_191e,5334002,3270,Mühle
strassennamen.fid--3213a59_187bdca2256_191f,5334002,3271,Himmelsleiter
strassennamen.fid--3213a59_187bdca2256_1920,5334002,3273,Nerscheider Weg
strassennamen.fid--3213a59_187bdca2256_1921,5334002,3275,Nievelshecker Straße
strassennamen.fid--3213a59_187bdca2256_1922,5334002,3276,Pannekogweg
strassennamen.fid--3213a59_187bdca2256_1923,5334002,3277,Pastor-Franzen-Straße
strassennamen.fid--3213a59_187bdca2256_1924,5334002,3278,Pontsheide
strassennamen.fid--3213a59_187bdca2256_1925,5334002,3280,Josef-Büchel-Straße
strassennamen.fid--3213a59_187bdca2256_1926,5334002,3282,Hochhausring
strassennamen.fid--3213a59_187bdca2256_1927,5334002,3283,Ritscheider Weg
strassennamen.fid--3213a59_187bdca2256_1928,5334002,3284,Schwinningstraße
strassennamen.fid--3213a59_187bdca2256_1929,5334002,3285,Rotterdell
strassennamen.fid--3213a59_187bdca2256_192a,5334002,3286,Schieferstraße
strassennamen.fid--3213a59_187bdca2256_192b,5334002,3287,Schmithofer Straße
strassennamen.fid--3213a59_187bdca2256_192c,5334002,3288,Binsenweg
strassennamen.fid--3213a59_187bdca2256_192d,5334002,3289,Speerwinkel
strassennamen.fid--3213a59_187bdca2256_192e,5334002,3290,Föhrenweg
strassennamen.fid--3213a59_187bdca2256_192f,5334002,3291,Wermutsbrunnstraße
strassennamen.fid--3213a59_187bdca2256_1930,5334002,3292,Tannenallee
strassennamen.fid--3213a59_187bdca2256_1931,5334002,3293,Schleidener Straße
strassennamen.fid--3213a59_187bdca2256_1932,5334002,3296,Zedernweg
strassennamen.fid--3213a59_187bdca2256_1933,5334002,3297,Sinziger Weg
strassennamen.fid--3213a59_187bdca2256_1934,5334002,3298,Kitzenhausweg
strassennamen.fid--3213a59_187bdca2256_1935,5334002,3301,Buchenstraße
strassennamen.fid--3213a59_187bdca2256_1936,5334002,3303,Prämienstraße
strassennamen.fid--3213a59_187bdca2256_1937,5334002,3304,Sperberweg
strassennamen.fid--3213a59_187bdca2256_1938,5334002,3305,Hohlgradweg
strassennamen.fid--3213a59_187bdca2256_1939,5334002,3309,Montebourgstraße
strassennamen.fid--3213a59_187bdca2256_193a,5334002,3312,Zeisigweg
strassennamen.fid--3213a59_187bdca2256_193b,5334002,3313,Pirolweg
strassennamen.fid--3213a59_187bdca2256_193c,5334002,3314,Hundskaulweg
strassennamen.fid--3213a59_187bdca2256_193d,5334002,3315,Walheimer Straße
strassennamen.fid--3213a59_187bdca2256_193e,5334002,3317,Grüne Eiche
strassennamen.fid--3213a59_187bdca2256_193f,5334002,3318,Kesselstraße
strassennamen.fid--3213a59_187bdca2256_1940,5334002,3319,Kinkebahn
strassennamen.fid--3213a59_187bdca2256_1941,5334002,3321,Raafstraße
strassennamen.fid--3213a59_187bdca2256_1942,5334002,3322,Raerener Straße
strassennamen.fid--3213a59_187bdca2256_1943,5334002,3323,Scheidstraße
strassennamen.fid--3213a59_187bdca2256_1944,5334002,3324,Baumgartsweg
strassennamen.fid--3213a59_187bdca2256_1945,5334002,3325,Eisenhüttenweg
strassennamen.fid--3213a59_187bdca2256_1946,5334002,3327,Grenzweg
strassennamen.fid--3213a59_187bdca2256_1947,5334002,3328,Im Langfeld
strassennamen.fid--3213a59_187bdca2256_1948,5334002,3329,Magelspfad
strassennamen.fid--3213a59_187bdca2256_1949,5334002,3330,Marientalweg
strassennamen.fid--3213a59_187bdca2256_194a,5334002,3332,Pfeiferweg
strassennamen.fid--3213a59_187bdca2256_194b,5334002,3335,Schmithofer Weg
strassennamen.fid--3213a59_187bdca2256_194c,5334002,3336,Siefer Weg
strassennamen.fid--3213a59_187bdca2256_194d,5334002,3337,Triftweg
strassennamen.fid--3213a59_187bdca2256_194e,5334002,3338,Wilbankstraße
strassennamen.fid--3213a59_187bdca2256_194f,5334002,3401,Kastanienweg
strassennamen.fid--3213a59_187bdca2256_1950,5334002,3402,Granitweg
strassennamen.fid--3213a59_187bdca2256_1951,5334002,3403,Gringelstraße
strassennamen.fid--3213a59_187bdca2256_1952,5334002,3404,Kitzeterweg
strassennamen.fid--3213a59_187bdca2256_1953,5334002,3405,Kullenhofstraße
strassennamen.fid--3213a59_187bdca2256_1954,5334002,3406,Steinbergweg
strassennamen.fid--3213a59_187bdca2256_1955,5334002,3407,Beckerstraße
strassennamen.fid--3213a59_187bdca2256_1956,5334002,3408,Charlottenburger Allee
strassennamen.fid--3213a59_187bdca2256_1957,5334002,3409,Neuköllner Straße
strassennamen.fid--3213a59_187bdca2256_1958,5334002,3410,Steinmühlenweg
strassennamen.fid--3213a59_187bdca2256_1959,5334002,3411,Messweg
strassennamen.fid--3213a59_187bdca2256_195a,5334002,3412,Worringerweg
strassennamen.fid--3213a59_187bdca2256_195b,5334002,3413,Sommerfeldstraße
strassennamen.fid--3213a59_187bdca2256_195c,5334002,3414,Wendlingweg
strassennamen.fid--3213a59_187bdca2256_195d,5334002,3415,Helmertweg
strassennamen.fid--3213a59_187bdca2256_195e,5334002,3417,Otto-Blumenthal-Straße
strassennamen.fid--3213a59_187bdca2256_195f,5334002,3418,Mathieustraße
strassennamen.fid--3213a59_187bdca2256_1960,5334002,3419,Steinbachstraße
strassennamen.fid--3213a59_187bdca2256_1961,5334002,3420,Rabentalweg
strassennamen.fid--3213a59_187bdca2256_1962,5334002,3421,Willkommsweg
strassennamen.fid--3213a59_187bdca2256_1963,5334002,3422,Kelmesbergweg
strassennamen.fid--3213a59_187bdca2256_1964,5334002,3423,Eicher Weg
strassennamen.fid--3213a59_187bdca2256_1965,5334002,3424,Heussstraße
strassennamen.fid--3213a59_187bdca2256_1966,5334002,3425,Forckenbeckstraße
strassennamen.fid--3213a59_187bdca2256_1967,5334002,3426,Septfontainesweg
strassennamen.fid--3213a59_187bdca2256_1968,5334002,3427,Schneebergweg
strassennamen.fid--3213a59_187bdca2256_1969,5334002,3428,Kirchrather Straße
strassennamen.fid--3213a59_187bdca2256_196a,5334002,3429,Langenbruchweg
strassennamen.fid--3213a59_187bdca2256_196b,5334002,3430,Am Alten Bahndamm
strassennamen.fid--3213a59_187bdca2256_196c,5334002,3431,Kleiberweg
strassennamen.fid--3213a59_187bdca2256_196d,5334002,3432,Dinkermichsweg
strassennamen.fid--3213a59_187bdca2256_196e,5334002,3433,Kackertstraße
strassennamen.fid--3213a59_187bdca2256_196f,5334002,3434,Rombachstraße
strassennamen.fid--3213a59_187bdca2256_1970,5334002,3435,Schagenstraße
strassennamen.fid--3213a59_187bdca2256_1971,5334002,3436,Wilhelm-Ziemons-Straße
strassennamen.fid--3213a59_187bdca2256_1972,5334002,3437,Lonweg
strassennamen.fid--3213a59_187bdca2256_1973,5334002,3438,Am Kleebach
strassennamen.fid--3213a59_187bdca2256_1974,5334002,3439,Eburonenwinkel
strassennamen.fid--3213a59_187bdca2256_1975,5334002,3441,Dirgeltweg
strassennamen.fid--3213a59_187bdca2256_1976,5334002,3443,Saurensgasse
strassennamen.fid--3213a59_187bdca2256_1977,5334002,3444,Hufer Fußpfad
strassennamen.fid--3213a59_187bdca2256_1978,5334002,3445,Kierstraß
strassennamen.fid--3213a59_187bdca2256_1979,5334002,3446,Mameliser Mühlenweg
strassennamen.fid--3213a59_187bdca2256_197a,5334002,3447,Auenrathweg
strassennamen.fid--3213a59_187bdca2256_197b,5334002,3448,Dauffenbachstraße
strassennamen.fid--3213a59_187bdca2256_197c,5334002,3449,Ellerhofweg
strassennamen.fid--3213a59_187bdca2256_197d,5334002,3450,Galaterstraße
strassennamen.fid--3213a59_187bdca2256_197e,5334002,3451,Gallierstraße
strassennamen.fid--3213a59_187bdca2256_197f,5334002,3452,Helvetierstraße
strassennamen.fid--3213a59_187bdca2256_1980,5334002,3453,Hötenigweg
strassennamen.fid--3213a59_187bdca2256_1981,5334002,3454,Kandelfeldstraße
strassennamen.fid--3213a59_187bdca2256_1982,5334002,3455,Morinerweg
strassennamen.fid--3213a59_187bdca2256_1983,5334002,3456,Nervierstraße
strassennamen.fid--3213a59_187bdca2256_1984,5334002,3457,Roder Weg
strassennamen.fid--3213a59_187bdca2256_1985,5334002,3458,Steppenbergallee
strassennamen.fid--3213a59_187bdca2256_1986,5334002,3459,Tauriskerweg
strassennamen.fid--3213a59_187bdca2256_1987,5334002,3460,Trevererstraße
strassennamen.fid--3213a59_187bdca2256_1988,5334002,3461,Veneterstraße
strassennamen.fid--3213a59_187bdca2256_1989,5334002,3462,Wegscheider Pfad
strassennamen.fid--3213a59_187bdca2256_198a,5334002,3463,Wierigspfad
strassennamen.fid--3213a59_187bdca2256_198b,5334002,3464,Wierigsweg
strassennamen.fid--3213a59_187bdca2256_198c,5334002,3465,Schiltsgasse
strassennamen.fid--3213a59_187bdca2256_198d,5334002,3466,Am Bilderstock
strassennamen.fid--3213a59_187bdca2256_198e,5334002,3467,Am Bollet
strassennamen.fid--3213a59_187bdca2256_198f,5334002,3469,Astenetweg
strassennamen.fid--3213a59_187bdca2256_1990,5334002,3470,Bobenden
strassennamen.fid--3213a59_187bdca2256_1991,5334002,3471,Dr.-Bernhard-Klein-Straße
strassennamen.fid--3213a59_187bdca2256_1992,5334002,3472,Franz-Wallraff-Straße
strassennamen.fid--3213a59_187bdca2256_1993,5334002,3473,Großheidstraße
strassennamen.fid--3213a59_187bdca2256_1994,5334002,3474,Im Ginster
strassennamen.fid--3213a59_187bdca2256_1995,5334002,3475,Liefenweg
strassennamen.fid--3213a59_187bdca2256_1996,5334002,3476,Membachweg
strassennamen.fid--3213a59_187bdca2256_1997,5334002,3477,Wildbacher Mühle
strassennamen.fid--3213a59_187bdca2256_1998,5334002,3480,An der Weingass
strassennamen.fid--3213a59_187bdca2256_1999,5334002,3481,In Grafen Weid
strassennamen.fid--3213a59_187bdca2256_199a,5334002,3482,Melanieweg
strassennamen.fid--3213a59_187bdca2256_199b,5334002,3483,Pfalzgrafenstraße
strassennamen.fid--3213a59_187bdca2256_199c,5334002,3484,Fingerhutsmühlenweg
strassennamen.fid--3213a59_187bdca2256_199d,5334002,3485,Kuckelkornweg
strassennamen.fid--3213a59_187bdca2256_199e,5334002,3486,Mühlenweidweg
strassennamen.fid--3213a59_187bdca2256_199f,5334002,3487,Schuttenhofweg
