FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187bdca2256_1590,5334002,1487,Kettelerstraße
strassennamen.fid--3213a59_187bdca2256_1591,5334002,1489,Kirberichshofer Weg
strassennamen.fid--3213a59_187bdca2256_1592,5334002,1490,Kirchstraße
strassennamen.fid--3213a59_187bdca2256_1593,5334002,1491,Kelmiser Straße
strassennamen.fid--3213a59_187bdca2256_1594,5334002,1492,Klappergasse
strassennamen.fid--3213a59_187bdca2256_1595,5334002,1493,Klara-Fey-Straße
strassennamen.fid--3213a59_187bdca2256_1596,5334002,1495,Klausenerstraße
strassennamen.fid--3213a59_187bdca2256_1597,5334002,1497,Kleinkölnstraße
strassennamen.fid--3213a59_187bdca2256_1598,5334002,1498,Kleinmarschierstraße
strassennamen.fid--3213a59_187bdca2256_1599,5334002,1500,Klemensstraße
strassennamen.fid--3213a59_187bdca2256_159a,5334002,1502,Kleverstraße
strassennamen.fid--3213a59_187bdca2256_159b,5334002,1505,Klosterplatz
strassennamen.fid--3213a59_187bdca2256_159c,5334002,1506,Klostertreppe
strassennamen.fid--3213a59_187bdca2256_159d,5334002,1507,Klosterweiher
strassennamen.fid--3213a59_187bdca2256_159e,5334002,1508,Knöpgerweg
strassennamen.fid--3213a59_187bdca2256_159f,5334002,1509,Kockerellstraße
strassennamen.fid--3213a59_187bdca2256_15a0,5334002,1510,Königsberger Straße
strassennamen.fid--3213a59_187bdca2256_15a1,5334002,1511,Köhlstraße
strassennamen.fid--3213a59_187bdca2256_15a2,5334002,1512,Königshügel
strassennamen.fid--3213a59_187bdca2256_15a3,5334002,1513,Königstraße
strassennamen.fid--3213a59_187bdca2256_15a4,5334002,1514,Körbergasse
strassennamen.fid--3213a59_187bdca2256_15a5,5334002,1515,Körnerstraße
strassennamen.fid--3213a59_187bdca2256_15a6,5334002,1516,Kolberger Straße
strassennamen.fid--3213a59_187bdca2256_15a7,5334002,1517,Don-Bosco-Straße
strassennamen.fid--3213a59_187bdca2256_15a8,5334002,1519,Komphausbadstraße
strassennamen.fid--3213a59_187bdca2256_15a9,5334002,1521,Kongressstraße
strassennamen.fid--3213a59_187bdca2256_15aa,5334002,1523,Kornelimünsterweg
strassennamen.fid--3213a59_187bdca2256_15ab,5334002,1524,Mefferdatisstraße
strassennamen.fid--3213a59_187bdca2256_15ac,5334002,1526,Krähenwäldchen
strassennamen.fid--3213a59_187bdca2256_15ad,5334002,1528,Krämerstraße
strassennamen.fid--3213a59_187bdca2256_15ae,5334002,1532,Krakaustraße
strassennamen.fid--3213a59_187bdca2256_15af,5334002,1535,Krautmühlenweg
strassennamen.fid--3213a59_187bdca2256_15b0,5334002,1539,Kreuzerdriesch
strassennamen.fid--3213a59_187bdca2256_15b1,5334002,1540,Kreuzherrenstraße
strassennamen.fid--3213a59_187bdca2256_15b2,5334002,1546,Kronprinzenstraße
strassennamen.fid--3213a59_187bdca2256_15b3,5334002,1550,Kruppstraße
strassennamen.fid--3213a59_187bdca2256_15b4,5334002,1552,Kühlwetterstraße
strassennamen.fid--3213a59_187bdca2256_15b5,5334002,1553,Küpperstraße
strassennamen.fid--3213a59_187bdca2256_15b6,5334002,1557,Kupferstraße
strassennamen.fid--3213a59_187bdca2256_15b7,5334002,1559,Kurfürstenstraße
strassennamen.fid--3213a59_187bdca2256_15b8,5334002,1560,Kurhausstraße
strassennamen.fid--3213a59_187bdca2256_15b9,5334002,1561,Lagerhausstraße
strassennamen.fid--3213a59_187bdca2256_15ba,5334002,1563,Landdrostenstraße
strassennamen.fid--3213a59_187bdca2256_15bb,5334002,1565,Leipziger Straße
strassennamen.fid--3213a59_187bdca2256_15bc,5334002,1566,Lemierser Straße
strassennamen.fid--3213a59_187bdca2256_15bd,5334002,1567,Lennéstraße
strassennamen.fid--3213a59_187bdca2256_15be,5334002,1568,Leo-Blech-Straße
strassennamen.fid--3213a59_187bdca2256_15bf,5334002,1569,Gottfried-Dossing-Platz
strassennamen.fid--3213a59_187bdca2256_15c0,5334002,1570,Leonhardstraße
strassennamen.fid--3213a59_187bdca2256_15c1,5334002,1571,Lerchenweg
strassennamen.fid--3213a59_187bdca2256_15c2,5334002,1574,Liebigstraße
strassennamen.fid--3213a59_187bdca2256_15c3,5334002,1576,Lilienthalstraße
strassennamen.fid--3213a59_187bdca2256_15c4,5334002,1577,Limburger Straße
strassennamen.fid--3213a59_187bdca2256_15c5,5334002,1578,Lindenplatz
strassennamen.fid--3213a59_187bdca2256_15c6,5334002,1580,Lintertstraße
strassennamen.fid--3213a59_187bdca2256_15c7,5334002,1582,Lintertweg
strassennamen.fid--3213a59_187bdca2256_15c8,5334002,1583,Lisztstraße
strassennamen.fid--3213a59_187bdca2256_15c9,5334002,1587,Löhergraben
strassennamen.fid--3213a59_187bdca2256_15ca,5334002,1589,Lohmühlenstraße
strassennamen.fid--3213a59_187bdca2256_15cb,5334002,1591,Lombardenstraße
strassennamen.fid--3213a59_187bdca2256_15cc,5334002,1593,Lortzingstraße
strassennamen.fid--3213a59_187bdca2256_15cd,5334002,1596,Louis-Beißel-Straße
strassennamen.fid--3213a59_187bdca2256_15ce,5334002,1597,Belvedereallee
strassennamen.fid--3213a59_187bdca2256_15cf,5334002,1598,Lousbergstraße
strassennamen.fid--3213a59_187bdca2256_15d0,5334002,1601,Luerweg
strassennamen.fid--3213a59_187bdca2256_15d1,5334002,1603,Lützowstraße
strassennamen.fid--3213a59_187bdca2256_15d2,5334002,1604,Luise-Hensel-Straße
strassennamen.fid--3213a59_187bdca2256_15d3,5334002,1606,Luxemburger Ring
strassennamen.fid--3213a59_187bdca2256_15d4,5334002,1607,Lutherweg
strassennamen.fid--3213a59_187bdca2256_15d5,5334002,1611,Mallinckrodtstraße
strassennamen.fid--3213a59_187bdca2256_15d6,5334002,1615,Malteserstraße
strassennamen.fid--3213a59_187bdca2256_15d7,5334002,1617,Margratenstraße
strassennamen.fid--3213a59_187bdca2256_15d8,5334002,1619,Mariabrunnstraße
strassennamen.fid--3213a59_187bdca2256_15d9,5334002,1620,Mariahilfstraße
strassennamen.fid--3213a59_187bdca2256_15da,5334002,1622,Marienbongard
strassennamen.fid--3213a59_187bdca2256_15db,5334002,1623,Marienplatz
strassennamen.fid--3213a59_187bdca2256_15dc,5334002,1624,Berdoletstraße
strassennamen.fid--3213a59_187bdca2256_15dd,5334002,1626,Marienburger Straße
strassennamen.fid--3213a59_187bdca2256_15de,5334002,1627,Markt
strassennamen.fid--3213a59_187bdca2256_15df,5334002,1628,Triebelsstraße
strassennamen.fid--3213a59_187bdca2256_15e0,5334002,1629,Martelenberger Weg
strassennamen.fid--3213a59_187bdca2256_15e1,5334002,1630,Marshallstraße
strassennamen.fid--3213a59_187bdca2256_15e2,5334002,1631,Martin-Luther-Straße
strassennamen.fid--3213a59_187bdca2256_15e3,5334002,1632,Martinstraße
strassennamen.fid--3213a59_187bdca2256_15e4,5334002,1634,Matthiashofstraße
strassennamen.fid--3213a59_187bdca2256_15e5,5334002,1636,Mauerstraße
strassennamen.fid--3213a59_187bdca2256_15e6,5334002,1638,Maxstraße
strassennamen.fid--3213a59_187bdca2256_15e7,5334002,1639,Mechtildisstraße
strassennamen.fid--3213a59_187bdca2256_15e8,5334002,1640,Meerssener Straße
strassennamen.fid--3213a59_187bdca2256_15e9,5334002,1641,Meisenweg
strassennamen.fid--3213a59_187bdca2256_15ea,5334002,1644,Melatener Weg
strassennamen.fid--3213a59_187bdca2256_15eb,5334002,1646,Merowingerstraße
strassennamen.fid--3213a59_187bdca2256_15ec,5334002,1648,Metzgerstraße
strassennamen.fid--3213a59_187bdca2256_15ed,5334002,1649,Michaelsbergstraße
strassennamen.fid--3213a59_187bdca2256_15ee,5334002,1650,Frère-Roger-Straße
strassennamen.fid--3213a59_187bdca2256_15ef,5334002,1651,Michaelstreppe
strassennamen.fid--3213a59_187bdca2256_15f0,5334002,1652,Middeldorfstraße
strassennamen.fid--3213a59_187bdca2256_15f1,5334002,1654,Mies-van-der-Rohe-Straße
strassennamen.fid--3213a59_187bdca2256_15f2,5334002,1656,Minoritenstraße
strassennamen.fid--3213a59_187bdca2256_15f3,5334002,1658,Leydelstraße
strassennamen.fid--3213a59_187bdca2256_15f4,5334002,1660,Mörgensstraße
strassennamen.fid--3213a59_187bdca2256_15f5,5334002,1662,Moltkestraße
strassennamen.fid--3213a59_187bdca2256_15f6,5334002,1663,Monheimsallee
strassennamen.fid--3213a59_187bdca2256_15f7,5334002,1666,Montzener Straße
strassennamen.fid--3213a59_187bdca2256_15f8,5334002,1667,Moreller Weg
strassennamen.fid--3213a59_187bdca2256_15f9,5334002,1668,Morillenhang
strassennamen.fid--3213a59_187bdca2256_15fa,5334002,1670,Mostardstraße
strassennamen.fid--3213a59_187bdca2256_15fb,5334002,1672,Mozartstraße
strassennamen.fid--3213a59_187bdca2256_15fc,5334002,1674,Mühlenberg
strassennamen.fid--3213a59_187bdca2256_15fd,5334002,1675,Mühlental
strassennamen.fid--3213a59_187bdca2256_15fe,5334002,1677,Mühlradstraße
strassennamen.fid--3213a59_187bdca2256_15ff,5334002,1678,Münsterplatz
strassennamen.fid--3213a59_187bdca2256_1600,5334002,1679,Muffeter Weg
strassennamen.fid--3213a59_187bdca2256_1601,5334002,1680,Münstergracht
strassennamen.fid--3213a59_187bdca2256_1602,5334002,1681,Nachtigallenweg
strassennamen.fid--3213a59_187bdca2256_1603,5334002,1683,Nekesstraße
strassennamen.fid--3213a59_187bdca2256_1604,5334002,1684,Nelkenweg
strassennamen.fid--3213a59_187bdca2256_1605,5334002,1685,Nellessenstraße
strassennamen.fid--3213a59_187bdca2256_1606,5334002,1687,Neuhausstraße
strassennamen.fid--3213a59_187bdca2256_1607,5334002,1689,Neumarkt
strassennamen.fid--3213a59_187bdca2256_1608,5334002,1690,Neupforte
strassennamen.fid--3213a59_187bdca2256_1609,5334002,1692,Neustraße
strassennamen.fid--3213a59_187bdca2256_160a,5334002,1694,Nikolausstraße
strassennamen.fid--3213a59_187bdca2256_160b,5334002,1696,Nizzaallee
strassennamen.fid--3213a59_187bdca2256_160c,5334002,1697,Nordhoffstraße
strassennamen.fid--3213a59_187bdca2256_160d,5334002,1698,Normannenstraße
strassennamen.fid--3213a59_187bdca2256_160e,5334002,1700,Obere Drimbornstraße
strassennamen.fid--3213a59_187bdca2256_160f,5334002,1702,Oberstraße
strassennamen.fid--3213a59_187bdca2256_1610,5334002,1704,Oligsbendengasse
strassennamen.fid--3213a59_187bdca2256_1611,5334002,1706,Oppenhoffallee
strassennamen.fid--3213a59_187bdca2256_1612,5334002,1708,Oranienstraße
strassennamen.fid--3213a59_187bdca2256_1613,5334002,1714,Kurbrunnenstraße
strassennamen.fid--3213a59_187bdca2256_1614,5334002,1718,Pastorplatz
strassennamen.fid--3213a59_187bdca2256_1615,5334002,1719,Paugasse
strassennamen.fid--3213a59_187bdca2256_1616,5334002,1720,Paulusstraße
strassennamen.fid--3213a59_187bdca2256_1617,5334002,1721,Paul-Röntgen-Straße
strassennamen.fid--3213a59_187bdca2256_1618,5334002,1724,Peterskirchhof
strassennamen.fid--3213a59_187bdca2256_1619,5334002,1726,Peterstraße
strassennamen.fid--3213a59_187bdca2256_161a,5334002,1727,Petronellastraße
strassennamen.fid--3213a59_187bdca2256_161b,5334002,1730,Pfeilstraße
strassennamen.fid--3213a59_187bdca2256_161c,5334002,1732,Piefenhäuschenweg
strassennamen.fid--3213a59_187bdca2256_161d,5334002,1734,Pieter-Bruegel-Straße
strassennamen.fid--3213a59_187bdca2256_161e,5334002,1736,Pippinstraße
strassennamen.fid--3213a59_187bdca2256_161f,5334002,1737,Piusstraße
strassennamen.fid--3213a59_187bdca2256_1620,5334002,1739,Pommerotter Weg
strassennamen.fid--3213a59_187bdca2256_1621,5334002,1740,Pontdriesch
strassennamen.fid--3213a59_187bdca2256_1622,5334002,1742,Pontwall
strassennamen.fid--3213a59_187bdca2256_1623,5334002,1744,Pottenmühlenweg
strassennamen.fid--3213a59_187bdca2256_1624,5334002,1746,Preusweg
strassennamen.fid--3213a59_187bdca2256_1625,5334002,1747,Prinzenhofstraße
strassennamen.fid--3213a59_187bdca2256_1626,5334002,1748,Prinz-Eugen-Straße
strassennamen.fid--3213a59_187bdca2256_1627,5334002,1751,Professor-Pirlet-Straße
strassennamen.fid--3213a59_187bdca2256_1628,5334002,1753,Promenadenstraße
strassennamen.fid--3213a59_187bdca2256_1629,5334002,1755,Raerener Gracht
strassennamen.fid--3213a59_187bdca2256_162a,5334002,1757,Rasostraße
strassennamen.fid--3213a59_187bdca2256_162b,5334002,1758,Rathenauallee
strassennamen.fid--3213a59_187bdca2256_162c,5334002,1759,Rehmannstraße
strassennamen.fid--3213a59_187bdca2256_162d,5334002,1760,Rehmplatz
strassennamen.fid--3213a59_187bdca2256_162e,5334002,1762,Reichsweg
strassennamen.fid--3213a59_187bdca2256_162f,5334002,1764,Reihstraße
strassennamen.fid--3213a59_187bdca2256_1630,5334002,1765,Reimanstraße
strassennamen.fid--3213a59_187bdca2256_1631,5334002,1767,Reimser Straße
strassennamen.fid--3213a59_187bdca2256_1632,5334002,1768,Rennbahn
strassennamen.fid--3213a59_187bdca2256_1633,5334002,1770,Republikplatz
strassennamen.fid--3213a59_187bdca2256_1634,5334002,1772,Rethelstraße
strassennamen.fid--3213a59_187bdca2256_1635,5334002,1777,Rhein-Maas-Straße
strassennamen.fid--3213a59_187bdca2256_1636,5334002,1779,Richardstraße
strassennamen.fid--3213a59_187bdca2256_1637,5334002,1781,Ritter-Chorus-Straße
strassennamen.fid--3213a59_187bdca2256_1638,5334002,1783,Robensstraße
strassennamen.fid--3213a59_187bdca2256_1639,5334002,1784,Robert-Koch-Straße
strassennamen.fid--3213a59_187bdca2256_163a,5334002,1786,Robert-Schuman-Straße
strassennamen.fid--3213a59_187bdca2256_163b,5334002,1788,Rödgerheidweg
strassennamen.fid--3213a59_187bdca2256_163c,5334002,1790,Römerstraße
strassennamen.fid--3213a59_187bdca2256_163d,5334002,1791,Römerweg
strassennamen.fid--3213a59_187bdca2256_163e,5334002,1793,Roermonder Straße
strassennamen.fid--3213a59_187bdca2256_163f,5334002,1794,Rolandplatz
strassennamen.fid--3213a59_187bdca2256_1640,5334002,1797,Romaneygasse
strassennamen.fid--3213a59_187bdca2256_1641,5334002,1799,Rommelsgasse
strassennamen.fid--3213a59_187bdca2256_1642,5334002,1801,Ronheider Berg
strassennamen.fid--3213a59_187bdca2256_1643,5334002,1802,Ronheider Weg
strassennamen.fid--3213a59_187bdca2256_1644,5334002,1803,Ronheider Winkel
strassennamen.fid--3213a59_187bdca2256_1645,5334002,1804,Roonstraße
strassennamen.fid--3213a59_187bdca2256_1646,5334002,1805,Rosberg
strassennamen.fid--3213a59_187bdca2256_1647,5334002,1806,Rosenweg
strassennamen.fid--3213a59_187bdca2256_1648,5334002,1807,Rosfeld
strassennamen.fid--3213a59_187bdca2256_1649,5334002,1808,Rosstraße
strassennamen.fid--3213a59_187bdca2256_164a,5334002,1809,Rotbendenstraße
strassennamen.fid--3213a59_187bdca2256_164b,5334002,1811,I. Rote-Haag-Weg
strassennamen.fid--3213a59_187bdca2256_164c,5334002,1812,II. Rote-Haag-Weg
strassennamen.fid--3213a59_187bdca2256_164d,5334002,1813,Rotter Bruch
strassennamen.fid--3213a59_187bdca2256_164e,5334002,1814,Rottstraße
strassennamen.fid--3213a59_187bdca2256_164f,5334002,1817,Rütscher Straße
strassennamen.fid--3213a59_187bdca2256_1650,5334002,1819,Saarstraße
strassennamen.fid--3213a59_187bdca2256_1651,5334002,1821,Salierallee
strassennamen.fid--3213a59_187bdca2256_1652,5334002,1823,Salvatorberg
strassennamen.fid--3213a59_187bdca2256_1653,5334002,1824,Salvatorstraße
strassennamen.fid--3213a59_187bdca2256_1654,5334002,1825,Sanatoriumstraße
strassennamen.fid--3213a59_187bdca2256_1655,5334002,1826,Sandkaulbach
strassennamen.fid--3213a59_187bdca2256_1656,5334002,1827,Sandkaulstraße
strassennamen.fid--3213a59_187bdca2256_1657,5334002,1828,St. Johann
strassennamen.fid--3213a59_187bdca2256_1658,5334002,1829,St.-Josefs-Platz
strassennamen.fid--3213a59_187bdca2256_1659,5334002,1830,St.-Annaberg-Straße
strassennamen.fid--3213a59_187bdca2256_165a,5334002,1831,St. Vither Straße
strassennamen.fid--3213a59_187bdca2256_165b,5334002,1833,Scheibenstraße
strassennamen.fid--3213a59_187bdca2256_165c,5334002,1836,Schenkendorfstraße
strassennamen.fid--3213a59_187bdca2256_165d,5334002,1837,Schervierstraße
strassennamen.fid--3213a59_187bdca2256_165e,5334002,1839,Scheurenstraße
strassennamen.fid--3213a59_187bdca2256_165f,5334002,1841,Schießweg
strassennamen.fid--3213a59_187bdca2256_1660,5334002,1842,Schildstraße
strassennamen.fid--3213a59_187bdca2256_1661,5334002,1844,Schillerstraße
strassennamen.fid--3213a59_187bdca2256_1662,5334002,1846,Schindlerstraße
strassennamen.fid--3213a59_187bdca2256_1663,5334002,1848,Schinkelstraße
strassennamen.fid--3213a59_187bdca2256_1664,5334002,1852,Schleswigstraße
strassennamen.fid--3213a59_187bdca2256_1665,5334002,1854,Schlossstraße
strassennamen.fid--3213a59_187bdca2256_1666,5334002,1855,Schmiedstraße
strassennamen.fid--3213a59_187bdca2256_1667,5334002,1859,Schönforststraße
strassennamen.fid--3213a59_187bdca2256_1668,5334002,1860,Schönforstwinkel
strassennamen.fid--3213a59_187bdca2256_1669,5334002,1861,Schönrathstraße
strassennamen.fid--3213a59_187bdca2256_166a,5334002,1863,Schopenhauerstraße
strassennamen.fid--3213a59_187bdca2256_166b,5334002,1865,Schützenstraße
strassennamen.fid--3213a59_187bdca2256_166c,5334002,1866,Schwalbenweg
strassennamen.fid--3213a59_187bdca2256_166d,5334002,1867,Schwarzer Weg
strassennamen.fid--3213a59_187bdca2256_166e,5334002,1868,Sebastianstraße
strassennamen.fid--3213a59_187bdca2256_166f,5334002,1872,Seffenter Weg
strassennamen.fid--3213a59_187bdca2256_1670,5334002,1874,Seilgraben
strassennamen.fid--3213a59_187bdca2256_1671,5334002,1876,Siedlung Daheim
strassennamen.fid--3213a59_187bdca2256_1672,5334002,1877,Kanonenwiese
strassennamen.fid--3213a59_187bdca2256_1673,5334002,1879,Siegelallee
strassennamen.fid--3213a59_187bdca2256_1674,5334002,1880,Siemensstraße
strassennamen.fid--3213a59_187bdca2256_1675,5334002,1881,Sigmundstraße
strassennamen.fid--3213a59_187bdca2256_1676,5334002,1883,Sittarder Straße
strassennamen.fid--3213a59_187bdca2256_1677,5334002,1885,Soerser Au
strassennamen.fid--3213a59_187bdca2256_1678,5334002,1886,Soerser Tal
strassennamen.fid--3213a59_187bdca2256_1679,5334002,1887,Soerser Weg
strassennamen.fid--3213a59_187bdca2256_167a,5334002,1889,Soldatengässchen
strassennamen.fid--3213a59_187bdca2256_167b,5334002,1891,Sophienstraße
strassennamen.fid--3213a59_187bdca2256_167c,5334002,1893,Spitzgässchen
strassennamen.fid--3213a59_187bdca2256_167d,5334002,1895,Staudenweg
strassennamen.fid--3213a59_187bdca2256_167e,5334002,1897,Steffensplatz
strassennamen.fid--3213a59_187bdca2256_167f,5334002,1899,Steinkaulstraße
strassennamen.fid--3213a59_187bdca2256_1680,5334002,1901,Stephanstraße
strassennamen.fid--3213a59_187bdca2256_1681,5334002,1902,Stettiner Straße
strassennamen.fid--3213a59_187bdca2256_1682,5334002,1903,Steubenstraße
strassennamen.fid--3213a59_187bdca2256_1683,5334002,1905,Stiftstraße
strassennamen.fid--3213a59_187bdca2256_1684,5334002,1909,Sträterstraße
strassennamen.fid--3213a59_187bdca2256_1685,5334002,1911,Stromgasse
strassennamen.fid--3213a59_187bdca2256_1686,5334002,1913,Südstraße
strassennamen.fid--3213a59_187bdca2256_1687,5334002,1914,Suermondtplatz
strassennamen.fid--3213a59_187bdca2256_1688,5334002,1915,Süsterfeldstraße
strassennamen.fid--3213a59_187bdca2256_1689,5334002,1917,Talbotstraße
strassennamen.fid--3213a59_187bdca2256_168a,5334002,1918,Talstraße
strassennamen.fid--3213a59_187bdca2256_168b,5334002,1919,Taubengasse
strassennamen.fid--3213a59_187bdca2256_168c,5334002,1922,Theaterplatz
strassennamen.fid--3213a59_187bdca2256_168d,5334002,1923,Theaterstraße
strassennamen.fid--3213a59_187bdca2256_168e,5334002,1925,Theresienstraße
strassennamen.fid--3213a59_187bdca2256_168f,5334002,1926,Thiensweg
strassennamen.fid--3213a59_187bdca2256_1690,5334002,1927,Thomashofstraße
strassennamen.fid--3213a59_187bdca2256_1691,5334002,1928,Tielmanweg
strassennamen.fid--3213a59_187bdca2256_1692,5334002,1929,Tilsiter Straße
strassennamen.fid--3213a59_187bdca2256_1693,5334002,1930,Tönnesrather Weg
strassennamen.fid--3213a59_187bdca2256_1694,5334002,1931,Trichtergasse
strassennamen.fid--3213a59_187bdca2256_1695,5334002,1932,Trierer Platz
strassennamen.fid--3213a59_187bdca2256_1696,5334002,1935,Tulpenweg
strassennamen.fid--3213a59_187bdca2256_1697,5334002,1940,Ungarnstraße
strassennamen.fid--3213a59_187bdca2256_1698,5334002,1942,Ursulinerstraße
strassennamen.fid--3213a59_187bdca2256_1699,5334002,1943,Unterer Backertsweg
strassennamen.fid--3213a59_187bdca2256_169a,5334002,1944,Valkenburger Straße
strassennamen.fid--3213a59_187bdca2256_169b,5334002,1946,Veltmanplatz
strassennamen.fid--3213a59_187bdca2256_169c,5334002,1947,Venn
strassennamen.fid--3213a59_187bdca2256_169d,5334002,1948,Vereinsstraße
strassennamen.fid--3213a59_187bdca2256_169e,5334002,1949,Viehhofstraße
strassennamen.fid--3213a59_187bdca2256_169f,5334002,1950,Viktoriaallee
strassennamen.fid--3213a59_187bdca2256_16a0,5334002,1952,Kármánstraße
strassennamen.fid--3213a59_187bdca2256_16a1,5334002,1953,Virchowstraße
strassennamen.fid--3213a59_187bdca2256_16a2,5334002,1954,Von-Brandis-Straße
strassennamen.fid--3213a59_187bdca2256_16a3,5334002,1955,Von-Görschen-Straße
strassennamen.fid--3213a59_187bdca2256_16a4,5334002,1956,Von-Halfern-Weg
strassennamen.fid--3213a59_187bdca2256_16a5,5334002,1957,Von-Pastor-Straße
strassennamen.fid--3213a59_187bdca2256_16a6,5334002,1958,Wallstraße
strassennamen.fid--3213a59_187bdca2256_16a7,5334002,1959,Warmweiherstraße
strassennamen.fid--3213a59_187bdca2256_16a8,5334002,1960,Wilhelm-Pitz-Weg
strassennamen.fid--3213a59_187bdca2256_16a9,5334002,1961,Weberstraße
strassennamen.fid--3213a59_187bdca2256_16aa,5334002,1962,Waldenburger Straße
strassennamen.fid--3213a59_187bdca2256_16ab,5334002,1963,Weidenweg
strassennamen.fid--3213a59_187bdca2256_16ac,5334002,1964,Weingartsberg
strassennamen.fid--3213a59_187bdca2256_16ad,5334002,1965,Weingartshof
strassennamen.fid--3213a59_187bdca2256_16ae,5334002,1966,Weißenbergweg
strassennamen.fid--3213a59_187bdca2256_16af,5334002,1967,Weißenburger Straße
strassennamen.fid--3213a59_187bdca2256_16b0,5334002,1968,Weißhausstraße
strassennamen.fid--3213a59_187bdca2256_16b1,5334002,1969,Weißwasserstraße
strassennamen.fid--3213a59_187bdca2256_16b2,5334002,1970,Welkenrather Straße
strassennamen.fid--3213a59_187bdca2256_16b3,5334002,1971,Wenzelstraße
strassennamen.fid--3213a59_187bdca2256_16b4,5334002,1972,Wespienstraße
strassennamen.fid--3213a59_187bdca2256_16b5,5334002,1973,Westend
strassennamen.fid--3213a59_187bdca2256_16b6,5334002,1974,Weststraße
strassennamen.fid--3213a59_187bdca2256_16b7,5334002,1975,Weyhestraße
strassennamen.fid--3213a59_187bdca2256_16b8,5334002,1976,Wiesenstraße
strassennamen.fid--3213a59_187bdca2256_16b9,5334002,1977,Wiesental
strassennamen.fid--3213a59_187bdca2256_16ba,5334002,1979,Wildparkweg
strassennamen.fid--3213a59_187bdca2256_16bb,5334002,1980,Wichernstraße
strassennamen.fid--3213a59_187bdca2256_16bc,5334002,1981,Wilhelmstraße
strassennamen.fid--3213a59_187bdca2256_16bd,5334002,1982,Wurmbenden
strassennamen.fid--3213a59_187bdca2256_16be,5334002,1983,Wirichsbongardstraße
strassennamen.fid--3213a59_187bdca2256_16bf,5334002,1984,Wittekindstraße
strassennamen.fid--3213a59_187bdca2256_16c0,5334002,1986,Walhorner Straße
strassennamen.fid--3213a59_187bdca2256_16c1,5334002,1987,Yorckstraße
strassennamen.fid--3213a59_187bdca2256_16c2,5334002,1988,Wüllnerstraße
strassennamen.fid--3213a59_187bdca2256_16c3,5334002,1989,Zehnthofweg
strassennamen.fid--3213a59_187bdca2256_16c4,5334002,1991,Zeise
strassennamen.fid--3213a59_187bdca2256_16c5,5334002,1993,Zur Scheidmühle
strassennamen.fid--3213a59_187bdca2256_16c6,5334002,1994,Ziegelweg
strassennamen.fid--3213a59_187bdca2256_16c7,5334002,1995,Zollamtstraße
strassennamen.fid--3213a59_187bdca2256_16c8,5334002,1997,Zollernstraße
strassennamen.fid--3213a59_187bdca2256_16c9,5334002,1998,Zum Kirschbäumchen
strassennamen.fid--3213a59_187bdca2256_16ca,5334002,1999,Zweiweiherweg
strassennamen.fid--3213a59_187bdca2256_16cb,5334002,2000,Adalbertsteinweg
strassennamen.fid--3213a59_187bdca2256_16cc,5334002,2003,Adenauerallee
strassennamen.fid--3213a59_187bdca2256_16cd,5334002,2006,Amsterdamer Ring
strassennamen.fid--3213a59_187bdca2256_16ce,5334002,2008,Amyastraße
strassennamen.fid--3213a59_187bdca2256_16cf,5334002,2010,Annastraße
strassennamen.fid--3213a59_187bdca2256_16d0,5334002,2012,Augustastraße
strassennamen.fid--3213a59_187bdca2256_16d1,5334002,2016,Augustinerweg
strassennamen.fid--3213a59_187bdca2256_16d2,5334002,2017,Berliner Ring
strassennamen.fid--3213a59_187bdca2256_16d3,5334002,2019,Bismarckstraße
strassennamen.fid--3213a59_187bdca2256_16d4,5334002,2022,Bleiberger Straße
strassennamen.fid--3213a59_187bdca2256_16d5,5334002,2024,Blondelstraße
strassennamen.fid--3213a59_187bdca2256_16d6,5334002,2026,Borngasse
strassennamen.fid--3213a59_187bdca2256_16d7,5334002,2028,Boxgraben
strassennamen.fid--3213a59_187bdca2256_16d8,5334002,2031,Brabantstraße
strassennamen.fid--3213a59_187bdca2256_16d9,5334002,2033,Branderhofer Weg
strassennamen.fid--3213a59_187bdca2256_16da,5334002,2035,Burtscheider Markt
strassennamen.fid--3213a59_187bdca2256_16db,5334002,2037,Erzbergerallee
strassennamen.fid--3213a59_187bdca2256_16dc,5334002,2039,Eupener Straße
strassennamen.fid--3213a59_187bdca2256_16dd,5334002,2041,Franzstraße
strassennamen.fid--3213a59_187bdca2256_16de,5334002,2043,Gneisenaustraße
strassennamen.fid--3213a59_187bdca2256_16df,5334002,2045,Grüner Weg
strassennamen.fid--3213a59_187bdca2256_16e0,5334002,2047,Hauptstraße
strassennamen.fid--3213a59_187bdca2256_16e1,5334002,2049,Heinrichsallee
strassennamen.fid--3213a59_187bdca2256_16e2,5334002,2051,Hohenstaufenallee
strassennamen.fid--3213a59_187bdca2256_16e3,5334002,2053,Jakobstraße
strassennamen.fid--3213a59_187bdca2256_16e4,5334002,2055,Joseph-von-Görres-Straße
strassennamen.fid--3213a59_187bdca2256_16e5,5334002,2058,Jülicher Straße
strassennamen.fid--3213a59_187bdca2256_16e6,5334002,2063,Kasinostraße
strassennamen.fid--3213a59_187bdca2256_16e7,5334002,2065,Katharinenstraße
strassennamen.fid--3213a59_187bdca2256_16e8,5334002,2067,Krefelder Straße
strassennamen.fid--3213a59_187bdca2256_16e9,5334002,2070,Kronenberg
